,user,churn,age,housing,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred
11447,26814,0,34.0,na,0,0,19,0,0,45,0,0,3,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,0.7,1
11448,49173,1,26.0,na,0,0,4,0,0,5,0,0,0,1,1,0,1,2,Semi-Monthly,0,1,0,0,Taurus,1,0,0.1,1
11449,36215,1,18.0,na,0,0,0,0,0,39,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.53,1
11450,53564,0,23.0,na,0,0,15,0,0,20,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.37,0
11451,31850,1,31.0,na,0,0,2,0,0,1,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,0.2,0
11452,48500,0,42.0,R,0,0,0,0,0,34,0,0,5,1,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,0.53,0
11453,1661,0,42.0,na,0,0,30,0,0,56,0,0,2,1,1,1,0,0,Semi-Monthly,0,0,0,0,Taurus,0,0,0.61,0
11454,64262,1,34.0,R,0,0,3,0,0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,0.0,0
11455,68340,1,28.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.0,0
11456,38653,0,50.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.0,0
11457,59546,0,19.0,na,0,0,3,0,0,5,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Cancer,0,0,0.13,0
11458,38435,1,30.0,na,1,0,27,1,0,39,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,0.7,0
11459,7123,0,24.0,R,10,0,101,9,0,205,0,0,13,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,1.87,1
11460,59671,0,83.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,Leo,0,0,0.0,0
11461,18355,0,40.0,na,41,10,46,34,0,158,0,0,22,1,0,0,1,0,na,0,0,0,0,Virgo,0,0,1.37,1
11462,62378,1,19.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Pisces,1,0,0.0,0
11463,67770,1,24.0,na,0,0,1,0,0,1,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.0,0
11464,56576,1,39.0,na,0,0,0,0,0,4,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,0.2,0
11465,47153,1,22.0,na,0,0,4,0,0,21,0,0,3,1,1,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,0.23,0
11466,51352,0,23.0,na,0,0,1,0,0,1,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.14,0
11467,41704,0,41.0,na,19,4,24,19,0,81,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.9,1
11468,18563,0,36.0,R,52,0,72,49,0,245,0,0,20,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,2.0,0
11469,11311,0,38.0,R,0,0,0,0,0,75,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.37,0
11470,48432,1,45.0,R,0,0,37,0,0,106,0,0,3,1,1,1,0,3,na,0,0,0,0,Virgo,0,0,0.67,0
11471,4978,1,19.0,R,14,3,74,14,0,127,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.6,0
11472,14258,1,34.0,na,1,0,61,1,0,81,0,0,2,1,1,1,1,2,Monthly,0,0,0,0,Leo,0,0,0.77,0
11473,24905,1,23.0,na,0,0,0,0,0,15,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.2,0
11474,864,1,26.0,R,17,0,33,17,0,100,0,0,12,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.5,1
11475,49460,0,30.0,R,5,0,62,5,0,169,0,0,6,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,1.6,1
11476,26512,0,42.0,na,0,0,36,0,0,142,0,0,10,1,1,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.9,0
11477,50574,1,25.0,na,0,0,0,0,0,35,0,0,1,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,0.63,0
11478,48759,0,28.0,R,0,0,11,0,0,21,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,0.35,1
11479,62093,1,35.0,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,Capricorn,0,0,0.0,0
11480,130,1,51.0,O,0,0,0,0,4,194,0,0,21,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,1,2.0,0
11481,37826,0,43.0,na,0,0,0,0,0,9,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,1,0,0.5,0
11482,41582,1,31.0,na,0,0,0,0,0,53,0,0,3,1,1,1,1,3,Bi-Weekly,0,0,0,0,Taurus,0,0,0.73,0
11483,17859,1,31.0,na,0,0,25,0,0,130,0,0,0,1,0,0,1,3,Bi-Weekly,0,0,0,0,na,0,0,1.5,1
11484,51153,1,41.0,na,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.0,1
11485,38445,1,21.0,na,0,0,33,0,0,54,0,0,2,1,0,0,1,2,Weekly,0,0,1,0,Aries,0,0,3.0,0
11486,57869,0,29.0,na,0,0,20,0,0,50,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.6900000000000001,1
11487,60292,0,22.0,na,0,0,5,0,0,1,0,0,0,1,1,1,0,0,na,0,0,0,0,Leo,0,0,0.2,0
11488,4020,0,35.0,O,12,2,34,9,0,61,0,0,12,1,0,1,0,0,Semi-Monthly,0,0,0,0,Leo,0,0,0.92,1
11489,51326,0,30.0,R,15,0,17,15,0,70,0,0,30,1,1,1,0,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.8800000000000002,1
11490,56208,1,30.0,R,0,0,61,0,0,134,0,0,5,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,0.93,0
11491,29403,0,38.0,R,0,0,83,0,0,154,0,0,6,1,0,0,1,0,Semi-Monthly,0,0,0,0,Taurus,0,0,1.1,1
11492,31674,0,24.0,R,7,0,32,7,0,89,0,0,4,1,0,0,1,0,na,0,0,0,0,Taurus,0,0,0.94,1
11493,24484,0,27.0,R,1,1,147,1,0,274,0,0,14,1,1,1,0,0,na,0,0,0,0,Aries,0,0,2.13,1
11494,1371,1,34.0,R,0,0,0,0,1,203,1,0,10,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.9,0
11495,8000,1,37.0,na,0,0,22,0,0,119,0,0,2,1,1,1,0,0,na,0,0,0,0,Leo,0,0,1.27,0
11496,39169,0,32.0,R,0,0,7,0,0,10,0,0,0,1,0,0,1,0,na,0,0,0,0,Aquarius,0,0,0.16999999999999998,0
11497,49418,0,24.0,R,0,0,9,0,0,28,0,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,0.16999999999999998,0
11498,35095,1,25.0,R,0,0,0,0,0,108,0,0,9,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,1.23,0
11499,52426,0,28.0,na,19,0,23,18,0,81,0,0,19,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.9,0
11500,16261,1,21.0,R,2,1,17,2,0,86,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.97,1
11501,67708,0,55.0,na,0,0,6,0,0,15,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Taurus,0,0,0.31,0
11502,18810,1,30.0,R,4,1,104,4,0,159,0,0,29,1,1,1,0,4,Weekly,0,0,0,0,Leo,1,0,1.0,1
11503,10695,1,25.0,R,0,0,0,0,0,191,0,0,4,1,1,0,1,0,Monthly,0,0,0,0,Aries,0,0,2.17,1
11504,4441,0,30.0,na,1,1,111,1,0,194,0,0,15,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.77,1
11505,62999,0,28.0,na,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,0.0,0
11506,31246,1,27.0,na,0,0,0,0,0,49,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,0.9,1
11507,34848,0,29.0,R,1,1,85,1,0,267,0,0,12,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.0,1
11508,31753,0,28.0,R,0,0,149,0,0,141,0,0,8,1,1,0,1,0,Monthly,0,0,0,0,Aries,0,0,0.97,0
11509,3548,1,38.0,na,0,0,0,0,0,230,2,0,29,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.2,0
11510,13992,0,34.0,na,0,0,73,0,0,170,0,0,16,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,1.67,1
11511,41868,0,40.0,O,43,4,58,43,0,213,0,0,86,1,1,1,0,2,Semi-Monthly,0,0,0,0,na,0,0,1.5,1
11512,66074,0,18.0,R,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Libra,0,1,0.06999999999999999,0
11513,18534,1,29.0,R,0,0,0,0,1,153,0,0,18,1,1,1,1,2,Weekly,0,0,0,0,Aries,0,0,1.3,1
11514,26692,1,24.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.12,0
11515,52577,1,30.0,na,0,0,22,0,0,110,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.7,0
11516,25211,0,34.0,R,0,0,0,0,0,142,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.67,0
11517,15206,0,31.0,na,0,0,5,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.0,0
11518,34128,0,43.0,na,0,0,36,0,0,66,0,0,3,1,1,0,1,2,na,0,0,0,0,Cancer,0,0,0.7,1
11519,66045,1,50.0,R,7,0,0,7,0,73,0,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,0.5,0
11520,1126,1,29.0,na,1,0,2,1,0,9,0,0,1,1,0,1,0,0,na,0,0,0,0,Virgo,0,0,0.0,1
11521,11797,0,34.0,na,0,0,4,0,0,5,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.12,1
11522,26209,0,28.0,R,0,0,24,0,0,54,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,1,0,Aries,0,0,0.53,0
11523,29523,0,34.0,R,0,0,0,0,1,275,0,0,45,1,1,1,0,2,Monthly,0,0,0,0,Leo,0,0,2.2,1
11524,68851,1,23.0,na,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,2.0,0
11525,69588,1,48.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,0.0,0
11526,11540,1,27.0,na,0,0,0,0,0,160,0,0,15,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.17,0
11527,51611,0,47.0,na,0,0,2,0,0,6,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.22000000000000008,0
11528,40140,1,20.0,na,0,0,13,0,0,19,0,0,0,1,0,0,1,2,na,0,0,0,0,Taurus,0,0,0.4400000000000001,0
11529,52671,1,39.0,na,1,0,1,1,0,3,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.5,0
11530,28240,1,35.0,na,2,0,16,2,0,39,0,0,2,1,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,0.5700000000000001,0
11531,52704,0,23.0,R,0,0,5,0,0,16,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.18,0
11532,24799,0,28.0,R,0,0,0,0,0,243,0,0,27,1,0,1,0,0,na,0,0,0,0,Libra,0,0,2.23,1
11533,41418,0,42.0,O,62,2,78,60,0,312,0,0,28,1,1,0,1,0,Monthly,0,0,0,0,Libra,1,0,2.0,0
11534,36287,0,28.0,na,1,0,55,1,0,101,0,0,6,1,1,1,0,0,Monthly,0,0,0,0,Sagittarius,1,0,1.47,1
11535,47727,1,26.0,R,0,0,0,0,0,91,0,0,12,1,0,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,1.23,0
11536,5335,1,26.0,R,0,0,152,0,0,258,0,0,12,1,0,1,0,0,na,0,0,0,0,Cancer,0,1,2.0,1
11537,3939,1,37.0,na,12,1,116,12,0,176,0,0,16,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.4,0
11538,32745,1,23.0,na,0,0,2,0,0,3,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,0.0,0
11539,32681,0,35.0,O,13,4,63,13,0,144,0,0,20,1,1,1,0,0,Weekly,0,0,0,0,Virgo,1,1,1.03,1
11540,18563,0,35.0,R,52,0,72,49,0,245,0,0,20,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,2.0,0
11541,18180,0,24.0,na,0,0,20,0,0,48,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.64,0
11542,29030,0,57.0,R,57,5,77,55,0,288,0,0,29,1,1,0,1,0,Weekly,0,0,0,0,Virgo,1,0,2.07,1
11543,2046,0,23.0,R,0,0,3,0,0,45,0,0,1,1,0,0,1,0,Weekly,0,0,0,0,Libra,0,0,1.03,0
11544,29435,0,52.0,na,6,2,6,6,0,5,0,0,2,1,1,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,0.2,0
11545,37649,1,29.0,na,0,0,20,0,0,30,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.5700000000000001,0
11546,61456,0,42.0,R,0,0,1,0,0,5,0,0,0,1,0,1,0,0,na,0,0,0,0,na,0,0,0.05,1
11547,61587,0,31.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.0,0
11548,68855,1,30.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Aries,1,0,0.0,0
11549,25446,0,22.0,R,0,0,57,0,0,154,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.17,0
11550,29351,1,32.0,R,4,0,69,4,0,101,0,0,10,1,0,1,0,0,na,0,0,0,0,Aries,0,0,0.73,1
11551,65513,1,35.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,Leo,0,0,0.0,0
11552,9873,0,45.0,R,2,1,54,2,0,162,0,0,34,1,1,1,0,0,Monthly,0,0,0,0,Sagittarius,1,0,1.83,0
11553,65628,0,31.0,R,0,0,4,0,0,9,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.4400000000000001,1
11554,48936,0,35.0,R,0,0,0,0,1,162,0,0,14,1,0,0,1,2,Semi-Monthly,0,0,0,0,Virgo,0,0,2.07,0
11555,38152,0,25.0,na,0,0,42,0,0,74,0,0,3,1,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,0.89,1
11556,46744,1,24.0,na,0,0,0,0,1,46,1,0,8,1,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,0.6,0
11557,23565,0,48.0,R,0,0,87,0,0,140,0,0,24,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.1,0
11558,20275,0,23.0,R,0,0,0,0,0,171,0,0,19,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,2.2,1
11559,41699,1,29.0,R,3,1,47,3,0,19,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.4,1
11560,1076,1,26.0,O,0,0,0,0,0,90,0,0,10,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.83,0
11561,52438,1,28.0,R,3,1,0,3,0,19,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.2,1
11562,66766,1,27.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Virgo,1,0,0.0,0
11563,58402,0,20.0,na,2,0,7,2,0,11,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,0.13,0
11564,7797,1,33.0,na,0,0,0,0,1,3,0,0,0,1,0,1,0,0,Weekly,0,0,0,0,Gemini,0,0,0.06999999999999999,0
11565,58161,1,26.0,na,0,0,2,0,0,5,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.1,0
11566,53889,0,21.0,R,2,0,14,2,0,30,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.32,0
11567,12278,0,38.0,R,4,0,35,4,0,85,0,0,2,1,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,0.6900000000000001,0
11568,41414,0,26.0,R,2,1,85,2,0,113,0,0,6,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,1.37,0
11569,13848,1,26.0,R,0,0,0,0,1,213,0,0,7,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,3.3,0
11570,58770,0,39.0,na,0,0,22,0,0,66,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.8800000000000002,0
11571,50030,0,27.0,na,0,0,0,0,0,12,0,0,0,1,0,1,0,0,Weekly,0,0,0,0,Sagittarius,1,0,0.13,1
11572,51030,0,26.0,O,1,0,49,1,0,51,0,0,5,1,0,0,1,0,Monthly,0,0,0,0,Capricorn,1,0,0.8,0
11573,29816,1,23.0,O,28,4,47,28,0,248,0,0,8,1,0,0,1,2,Weekly,0,0,0,0,Aquarius,0,0,1.77,1
11574,41059,0,28.0,na,0,0,5,0,0,58,0,0,3,1,0,0,1,0,na,0,0,0,0,na,1,0,0.8,0
11575,54393,0,24.0,na,0,0,16,0,0,39,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.4,1
11576,21310,0,60.0,O,0,0,83,0,0,194,0,0,22,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,2.0,0
11577,47824,1,24.0,na,0,0,0,0,0,58,0,0,2,1,0,0,0,0,na,0,0,0,0,Taurus,0,0,0.5,0
11578,27426,0,44.0,O,0,0,0,0,0,178,0,0,21,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,1.23,0
11579,24489,0,25.0,R,0,0,0,0,0,137,0,0,5,1,1,0,1,3,Bi-Weekly,0,0,0,0,Gemini,0,0,1.5,0
11580,62543,0,36.0,na,0,0,4,0,0,3,0,0,0,1,0,0,1,2,Monthly,0,0,0,0,Cancer,0,0,0.25,1
11581,26261,0,20.0,R,0,0,0,0,0,244,1,0,41,1,1,0,1,0,na,0,0,0,0,Sagittarius,0,0,2.27,0
11582,35421,1,21.0,R,19,2,41,19,0,115,0,0,3,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,0.9,0
11583,24564,1,24.0,R,0,0,10,0,0,32,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.33,0
11584,29177,0,27.0,O,0,0,12,0,0,15,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,0.3,1
11585,38942,1,29.0,na,0,0,0,0,0,30,0,0,1,1,0,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,0.0,0
11586,57911,1,25.0,na,0,0,2,0,0,13,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.11,0
11587,38033,0,52.0,R,0,0,80,0,0,244,0,0,11,1,0,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,2.37,1
11588,64654,1,23.0,na,2,0,5,2,0,3,0,0,3,1,1,0,1,0,na,0,0,0,0,na,0,0,0.0,0
11589,20181,0,56.0,R,0,0,43,0,0,210,0,0,22,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.77,1
11590,12697,0,42.0,R,4,3,132,4,0,233,0,0,26,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.93,1
11591,63579,1,39.0,na,0,0,0,0,0,10,0,0,0,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,0.27,0
11592,1224,0,29.0,na,1,2,12,1,0,10,0,0,2,1,1,0,1,0,Weekly,0,0,0,0,na,1,0,0.27,0
11593,51083,0,28.0,na,11,7,24,11,0,57,0,0,8,1,0,0,1,2,Bi-Weekly,0,0,0,0,Gemini,1,0,0.47,1
11594,30439,0,57.0,na,2,0,159,2,0,300,0,0,20,1,1,1,0,2,Weekly,0,0,0,0,Virgo,0,0,2.2,1
11595,26904,0,21.0,R,31,2,55,31,0,256,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.1,0
11596,27570,0,37.0,R,2,0,65,2,0,141,0,0,6,1,1,1,0,0,na,0,0,0,0,Gemini,0,0,1.63,1
11597,66793,0,64.0,O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,0,0,0,0,Gemini,0,0,0.0,0
11598,7331,1,39.0,R,1,1,68,1,0,180,0,0,21,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.63,1
11599,24475,0,30.0,R,5,1,32,5,0,159,0,0,16,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.53,0
11600,16590,0,24.0,na,0,0,32,0,0,76,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.7,0
11601,47132,0,32.0,R,0,0,19,0,0,52,0,0,10,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.9,0
11602,23033,0,33.0,R,56,4,103,55,0,295,0,0,30,1,0,0,1,0,Weekly,0,0,0,0,Scorpio,1,0,2.2,1
11603,8927,1,21.0,na,0,0,23,0,0,66,0,0,0,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,1.0,1
11604,18091,0,19.0,R,13,3,56,13,0,133,0,0,19,1,1,0,1,0,Weekly,0,0,0,0,Gemini,0,0,1.17,0
11605,14926,0,31.0,O,22,0,9,22,0,269,0,0,7,1,1,0,1,0,Bi-Weekly,0,1,0,0,Leo,0,0,2.17,1
11606,41087,0,27.0,na,1,1,2,1,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.06,0
11607,36748,1,29.0,na,0,0,0,0,0,19,0,0,2,1,0,1,0,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.27,0
11608,30443,0,48.0,na,39,2,63,39,0,185,0,0,8,1,1,0,1,2,Bi-Weekly,0,0,0,0,Taurus,1,0,1.77,1
11609,20471,1,27.0,R,0,0,2,0,0,124,0,0,7,1,0,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,1.47,1
11610,41588,1,31.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.0,0
11611,66643,1,24.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,1,na,0,0,0.0,0
11612,30930,0,23.0,R,0,0,110,0,0,233,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.0,1
11613,10141,1,48.0,R,18,3,49,17,0,84,0,0,23,1,1,1,0,5,na,0,0,0,0,Taurus,0,0,0.5700000000000001,1
11614,38013,0,33.0,na,0,0,0,0,0,165,0,0,9,1,0,1,0,2,na,0,0,0,0,na,0,0,1.9,0
11615,33949,1,40.0,R,12,1,81,12,0,176,0,0,15,1,1,1,1,3,na,0,0,0,0,Scorpio,0,0,1.37,0
11616,32886,1,43.0,na,0,0,0,0,0,201,0,0,17,1,0,1,0,0,Semi-Monthly,0,0,0,0,Libra,0,0,1.67,0
11617,33987,0,21.0,O,14,1,6,14,0,95,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.23,0
11618,29499,0,23.0,na,0,0,19,0,0,77,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.8199999999999998,0
11619,60102,1,23.0,na,0,0,0,0,0,10,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,0.13,0
11620,18887,0,37.0,na,1,0,31,1,0,169,0,0,4,1,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,1.47,0
11621,7583,1,31.0,R,0,0,4,0,0,111,0,0,15,1,1,1,0,0,Semi-Monthly,0,0,0,0,Leo,0,0,0.5,1
11622,55598,1,35.0,na,0,0,0,0,0,3,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.03,1
11623,24817,1,26.0,R,0,0,2,0,0,0,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Gemini,0,0,0.06999999999999999,0
11624,22637,0,54.0,na,36,1,21,36,0,283,0,0,37,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,2.1,0
11625,37493,0,69.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,1,0.0,0
11626,3314,0,29.0,na,0,0,73,0,0,244,0,0,3,1,0,1,0,0,na,0,0,0,0,Leo,0,0,1.87,0
11627,66399,1,25.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.03,0
11628,13596,0,36.0,R,0,0,0,0,0,210,0,0,10,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,2.23,0
11629,58909,0,24.0,na,0,0,11,0,0,9,0,0,0,1,0,0,1,2,Monthly,0,0,0,0,Taurus,0,0,0.06999999999999999,1
11630,26705,0,35.0,na,10,5,24,10,0,41,0,0,3,1,0,1,0,0,na,0,0,0,0,Scorpio,0,0,0.53,0
11631,10324,0,33.0,R,5,1,120,5,0,240,0,0,32,1,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,1.83,1
11632,38488,0,31.0,na,0,0,0,0,0,57,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.23,0
11633,62911,0,23.0,na,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,0.0,0
11634,42047,0,22.0,na,0,0,40,0,0,69,0,0,1,1,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,1.3,0
11635,54828,1,38.0,na,0,0,0,0,0,136,0,0,30,1,1,0,1,2,na,0,0,0,0,na,1,0,0.93,0
11636,47807,1,27.0,na,0,0,7,0,0,6,0,0,0,1,0,1,0,0,na,0,0,0,0,Virgo,0,0,0.16999999999999998,1
11637,6955,0,20.0,O,0,0,15,0,0,20,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,na,1,0,0.27,0
11638,21881,0,34.0,na,0,0,7,0,0,4,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.2,1
